date,teamId,team,teamName,metric_path,value
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[0].toiAll,17637.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[0].distanceSkatedAll.imperial,46.079
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[0].distanceSkatedAll.metric,74.1568
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[0].toiEven,13163.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[0].distanceSkatedEven.imperial,34.6671
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[0].distanceSkatedEven.metric,55.7912
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[0].toiPP,3014.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[0].distanceSkatedPP.imperial,8.1281
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[0].distanceSkatedPP.metric,13.0809
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[0].toiPK,1460.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[0].distanceSkatedPK.imperial,3.2838
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[0].distanceSkatedPK.metric,5.2848
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[1].toiAll,18690.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[1].distanceSkatedAll.imperial,46.9866
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[1].distanceSkatedAll.metric,75.6174
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[1].toiEven,16550.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[1].distanceSkatedEven.imperial,42.0987
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[1].distanceSkatedEven.metric,67.7512
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[1].toiPP,660.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[1].distanceSkatedPP.imperial,1.6103
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[1].distanceSkatedPP.metric,2.5915
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[1].toiPK,1480.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[1].distanceSkatedPK.imperial,3.2776
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[1].distanceSkatedPK.metric,5.2747
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[2].toiAll,17605.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[2].distanceSkatedAll.imperial,43.2307
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[2].distanceSkatedAll.metric,69.5728
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[2].toiEven,13791.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[2].distanceSkatedEven.imperial,34.4633
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[2].distanceSkatedEven.metric,55.4632
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[2].toiPP,2010.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[2].distanceSkatedPP.imperial,5.0418
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[2].distanceSkatedPP.metric,8.114
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[2].toiPK,1804.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[2].distanceSkatedPK.imperial,3.7255
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[2].distanceSkatedPK.metric,5.9957
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[3].toiAll,17725.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[3].distanceSkatedAll.imperial,46.5387
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[3].distanceSkatedAll.metric,74.8967
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[3].toiEven,14745.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[3].distanceSkatedEven.imperial,39.1742
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[3].distanceSkatedEven.metric,63.0446
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[3].toiPP,1800.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[3].distanceSkatedPP.imperial,4.7727
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[3].distanceSkatedPP.metric,7.6809
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[3].toiPK,1180.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[3].distanceSkatedPK.imperial,2.5918
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[3].distanceSkatedPK.metric,4.1711
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[4].toiAll,18580.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[4].distanceSkatedAll.imperial,48.9037
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[4].distanceSkatedAll.metric,78.7026
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[4].toiEven,15015.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[4].distanceSkatedEven.imperial,40.7771
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[4].distanceSkatedEven.metric,65.6242
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[4].toiPP,2185.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[4].distanceSkatedPP.imperial,5.4221
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[4].distanceSkatedPP.metric,8.726
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[4].toiPK,1380.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[4].distanceSkatedPK.imperial,2.7044
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[4].distanceSkatedPK.metric,4.3524
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[5].toiAll,18454.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[5].distanceSkatedAll.imperial,48.3063
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[5].distanceSkatedAll.metric,77.7412
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[5].toiEven,15946.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[5].distanceSkatedEven.imperial,42.228
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[5].distanceSkatedEven.metric,67.9591
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[5].toiPP,880.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[5].distanceSkatedPP.imperial,2.3915
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[5].distanceSkatedPP.metric,3.8487
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[5].toiPK,1628.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[5].distanceSkatedPK.imperial,3.6868
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[5].distanceSkatedPK.metric,5.9333
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[6].toiAll,17763.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[6].distanceSkatedAll.imperial,44.7863
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[6].distanceSkatedAll.metric,72.0764
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[6].toiEven,14555.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[6].distanceSkatedEven.imperial,36.985
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[6].distanceSkatedEven.metric,59.5214
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[6].toiPP,2260.0
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[6].distanceSkatedPP.imperial,5.8258
2026-03-10,24,ANA,Anaheim Ducks,skatingDistanceLast10[6].distanceSkatedPP.metric,9.3757
