date,teamId,team,teamName,metric_path,value
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxGame.leagueAvg.imperial,18.1817
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxGame.leagueAvg.metric,29.2592
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxGame.overlay.awayTeam.score,3.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxGame.overlay.homeTeam.score,2.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxGame.overlay.periodDescriptor.maxRegulationPeriods,3.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxGame.overlay.periodDescriptor.number,1.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxGame.overlay.gameType,2.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxPeriod.imperial,6.9958
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxPeriod.metric,11.2581
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxPeriod.rank,1.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxPeriod.leagueAvg.imperial,6.2208
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxPeriod.leagueAvg.metric,10.0109
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxPeriod.overlay.awayTeam.score,3.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxPeriod.overlay.homeTeam.score,5.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxPeriod.overlay.periodDescriptor.maxRegulationPeriods,3.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxPeriod.overlay.periodDescriptor.number,1.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[2].distanceMaxPeriod.overlay.gameType,2.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceTotal.imperial,199.785
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceTotal.metric,321.5071
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceTotal.rank,10.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceTotal.leagueAvg.imperial,191.4691
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceTotal.leagueAvg.metric,308.1245
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distancePer60.imperial,8.6224
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distancePer60.metric,13.8757
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distancePer60.rank,6.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distancePer60.leagueAvg.imperial,8.3787
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distancePer60.leagueAvg.metric,13.4836
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxGame.imperial,7.1936
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxGame.metric,11.5763
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxGame.rank,24.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxGame.leagueAvg.imperial,8.1502
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxGame.leagueAvg.metric,13.1159
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxGame.overlay.awayTeam.score,5.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxGame.overlay.homeTeam.score,4.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxGame.overlay.periodDescriptor.maxRegulationPeriods,3.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxGame.overlay.periodDescriptor.number,3.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxGame.overlay.gameType,2.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxPeriod.imperial,4.8749
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxPeriod.metric,7.8451
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxPeriod.rank,12.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxPeriod.leagueAvg.imperial,4.7851
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxPeriod.leagueAvg.metric,7.7005
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxPeriod.overlay.awayTeam.score,4.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxPeriod.overlay.homeTeam.score,1.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxPeriod.overlay.periodDescriptor.maxRegulationPeriods,3.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxPeriod.overlay.periodDescriptor.number,3.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[3].distanceMaxPeriod.overlay.gameType,2.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distanceTotal.imperial,151.1304
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distanceTotal.metric,243.2089
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distanceTotal.rank,11.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distanceTotal.leagueAvg.imperial,146.8051
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distanceTotal.leagueAvg.metric,236.2484
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distancePer60.imperial,8.4474
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distancePer60.metric,13.5941
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distancePer60.rank,7.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distancePer60.leagueAvg.imperial,8.2507
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distancePer60.leagueAvg.metric,13.2775
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distanceMaxGame.imperial,5.6355
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distanceMaxGame.metric,9.0691
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distanceMaxGame.rank,24.0
2026-02-26,24,ANA,Anaheim Ducks,skatingDistanceDetails[4].distanceMaxGame.leagueAvg.imperial,6.2945
